"stock.s_1","stock.s_2","stock.s_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.9086728227264,66.495858356281,54.8591637622901,44.8278491959524,13.2280578596229,13.2280578596229,18.9326487927146,0,172476.70239668,0,108476.125366729,32009.7548393723,32009.7548393723
4.51845254998205,81.5507855649724,57.1164822650417,28.2436172663648,23.5837364692301,19.4566111796041,24.6775400802385,0,172470.957505395,0,68344.9735454343,57068.8177045773,47081.8437954635
0,87.8089279184136,53.6502760096652,8.21975239910972,37.0883204970044,25.9758920190857,31.644108683689,0,172463.990936793,0,19890.4678168187,89747.7210269039,62857.4462017544
0,88.4248692517437,47.8994819238284,0,44.2485774213739,27.0353874938261,35.0626298653556,0,172460.572415612,0,0,107074.381612173,65421.2534333046
0,87.1875264181346,42.0647215547247,0,46.2373392795724,25.0466256356283,36.3833142472854,0,172459.251731232,0,0,111886.862793492,60608.7722519877
0,83.8280047440525,35.9232274606788,0,48.0848315732077,23.1991333419927,38.3740459927599,0,172457.260999486,0,0,116357.494538111,56138.1405073674
0,77.856640469,29.2737322412715,0,49.9000506221947,21.3839142930056,41.4186277423719,0,172454.216417736,0,0,120750.030264402,51745.6047810766
0,68.3806365393798,21.9497180578105,0,51.805383358621,19.4785815565793,46.2980906618516,0,172449.336954817,0,0,125360.626500649,47135.0085448295
0,53.7279687693573,13.8636059517598,0,53.9624018713176,17.3215630438825,54.9088036961207,0,172440.726241782,0,0,130580.26149984,41915.3735456385
0,30.5420005662003,5.16080372219993,0,56.6630183794676,14.6209465357322,73.3809166133908,0,172422.254128864,0,0,137115.315493284,35380.3195521931
0,0,0,0,60.9799409372555,10.3040239779444,138.922748709394,0,172356.712296768,0,0,147561.568012117,24934.0670333611
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
